CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
17;CH;25415;A;14;BRANCA;338;;0
18;CH;30260;A;15;BRANCA;338;;0
19;CH;63671;D;22;BRANCA;338;;0
20;CH;60452;E;16;BRANCA;338;;0
21;CH;68280;E;8;BRANCA;338;;0
22;CH;49493;E;22;BRANCA;338;;0
23;CH;47937;D;3;BRANCA;338;;0
24;CH;63689;C;7;BRANCA;338;;0
25;CH;40684;A;28;BRANCA;338;;0
26;CH;60687;B;15;BRANCA;338;;0
27;CH;41694;D;2;BRANCA;338;;0
28;CH;31131;D;9;BRANCA;338;;0
29;CH;39273;E;20;BRANCA;338;;0
30;CH;9357;C;1;BRANCA;338;;0
31;CH;34536;B;6;BRANCA;338;;0
32;CH;63940;B;5;BRANCA;338;;0
33;CH;52841;A;27;BRANCA;338;;0
34;CH;37869;B;25;BRANCA;338;;0
35;CH;29964;E;6;BRANCA;338;;0
36;CH;64129;B;5;BRANCA;338;;0
37;CH;25144;B;24;BRANCA;338;;0
38;CH;8697;B;12;BRANCA;338;;0
39;CH;23078;E;4;BRANCA;338;;0
40;CH;35663;D;17;BRANCA;338;;0
41;CH;26554;D;29;BRANCA;338;;0
42;CH;7593;E;13;BRANCA;338;;0
43;CH;25659;B;19;BRANCA;338;;0
44;CH;66857;E;1;BRANCA;338;;0
45;CH;48333;D;8;BRANCA;338;;0
1;CH;40684;A;28;ROSA;339;;0
2;CH;60687;B;15;ROSA;339;;0
3;CH;41694;D;2;ROSA;339;;0
4;CH;31131;D;9;ROSA;339;;0
5;CH;29964;E;6;ROSA;339;;0
6;CH;64129;B;5;ROSA;339;;0
7;CH;25144;B;24;ROSA;339;;0
8;CH;8697;B;12;ROSA;339;;0
9;CH;23078;E;4;ROSA;339;;0
10;CH;35663;D;17;ROSA;339;;0
11;CH;26554;D;29;ROSA;339;;0
12;CH;49493;E;22;ROSA;339;;0
13;CH;47937;D;3;ROSA;339;;0
14;CH;63689;C;7;ROSA;339;;0
15;CH;48333;D;8;ROSA;339;;0
16;CH;27543;B;10;ROSA;339;;0
17;CH;40015;B;11;ROSA;339;;0
18;CH;38137;C;3;ROSA;339;;0
19;CH;26637;C;18;ROSA;339;;0
20;CH;54721;B;24;ROSA;339;;0
21;CH;63636;C;7;ROSA;339;;0
22;CH;13714;A;23;ROSA;339;;0
23;CH;30973;E;30;ROSA;339;;0
24;CH;49082;A;23;ROSA;339;;0
25;CH;25415;A;14;ROSA;339;;0
26;CH;60452;E;16;ROSA;339;;0
27;CH;68280;E;8;ROSA;339;;0
28;CH;63940;B;5;ROSA;339;;0
29;CH;52841;A;27;ROSA;339;;0
30;CH;37869;B;25;ROSA;339;;0
31;CH;7593;E;13;ROSA;339;;0
32;CH;25659;B;19;ROSA;339;;0
33;CH;66857;E;1;ROSA;339;;0
34;CH;39273;E;20;ROSA;339;;0
35;CH;9357;C;1;ROSA;339;;0
36;CH;47522;B;5;ROSA;339;;0
37;CH;49003;D;26;ROSA;339;;0
38;CH;7963;D;21;ROSA;339;;0
39;CH;64128;A;11;ROSA;339;;0
40;CH;30260;A;15;ROSA;339;;0
41;CH;63671;D;22;ROSA;339;;0
42;CH;47826;E;23;ROSA;339;;0
43;CH;63684;E;3;ROSA;339;;0
44;CH;24552;C;18;ROSA;339;;0
45;CH;34536;B;6;ROSA;339;;0
1;CH;48333;D;8;AZUL;356;;0
2;CH;7593;E;13;AZUL;356;;0
3;CH;25659;B;19;AZUL;356;;0
4;CH;66857;E;1;AZUL;356;;0
5;CH;23078;E;4;AZUL;356;;0
6;CH;35663;D;17;AZUL;356;;0
7;CH;26554;D;29;AZUL;356;;0
8;CH;29964;E;6;AZUL;356;;0
9;CH;64129;B;5;AZUL;356;;0
10;CH;25144;B;24;AZUL;356;;0
11;CH;8697;B;12;AZUL;356;;0
12;CH;63940;B;5;AZUL;356;;0
13;CH;52841;A;27;AZUL;356;;0
14;CH;37869;B;25;AZUL;356;;0
15;CH;30260;A;15;AZUL;356;;0
16;CH;63671;D;22;AZUL;356;;0
17;CH;49493;E;22;AZUL;356;;0
18;CH;47937;D;3;AZUL;356;;0
19;CH;63689;C;7;AZUL;356;;0
20;CH;34536;B;6;AZUL;356;;0
21;CH;39273;E;20;AZUL;356;;0
22;CH;9357;C;1;AZUL;356;;0
23;CH;40684;A;28;AZUL;356;;0
24;CH;60687;B;15;AZUL;356;;0
25;CH;41694;D;2;AZUL;356;;0
26;CH;31131;D;9;AZUL;356;;0
27;CH;60452;E;16;AZUL;356;;0
28;CH;68280;E;8;AZUL;356;;0
29;CH;30973;E;30;AZUL;356;;0
30;CH;49082;A;23;AZUL;356;;0
31;CH;25415;A;14;AZUL;356;;0
32;CH;27543;B;10;AZUL;356;;0
33;CH;40015;B;11;AZUL;356;;0
34;CH;38137;C;3;AZUL;356;;0
35;CH;26637;C;18;AZUL;356;;0
36;CH;54721;B;24;AZUL;356;;0
37;CH;63636;C;7;AZUL;356;;0
38;CH;13714;A;23;AZUL;356;;0
39;CH;47522;B;5;AZUL;356;;0
40;CH;49003;D;26;AZUL;356;;0
41;CH;7963;D;21;AZUL;356;;0
42;CH;64128;A;11;AZUL;356;;0
43;CH;47826;E;23;AZUL;356;;0
44;CH;63684;E;3;AZUL;356;;0
45;CH;24552;C;18;AZUL;356;;0
1;CH;7593;E;13;AMARELA;357;;0
2;CH;25659;B;19;AMARELA;357;;0
3;CH;66857;E;1;AMARELA;357;;0
4;CH;30260;A;15;AMARELA;357;;0
5;CH;63671;D;22;AMARELA;357;;0
6;CH;34536;B;6;AMARELA;357;;0
7;CH;49493;E;22;AMARELA;357;;0
8;CH;47937;D;3;AMARELA;357;;0
9;CH;63689;C;7;AMARELA;357;;0
10;CH;40684;A;28;AMARELA;357;;0
11;CH;60687;B;15;AMARELA;357;;0
12;CH;41694;D;2;AMARELA;357;;0
13;CH;31131;D;9;AMARELA;357;;0
14;CH;29964;E;6;AMARELA;357;;0
15;CH;64129;B;5;AMARELA;357;;0
16;CH;25144;B;24;AMARELA;357;;0
17;CH;8697;B;12;AMARELA;357;;0
18;CH;63940;B;5;AMARELA;357;;0
19;CH;52841;A;27;AMARELA;357;;0
20;CH;37869;B;25;AMARELA;357;;0
21;CH;23078;E;4;AMARELA;357;;0
22;CH;35663;D;17;AMARELA;357;;0
23;CH;26554;D;29;AMARELA;357;;0
24;CH;48333;D;8;AMARELA;357;;0
25;CH;39273;E;20;AMARELA;357;;0
26;CH;9357;C;1;AMARELA;357;;0
27;CH;47826;E;23;AMARELA;357;;0
28;CH;63684;E;3;AMARELA;357;;0
29;CH;24552;C;18;AMARELA;357;;0
30;CH;26637;C;18;AMARELA;357;;0
31;CH;54721;B;24;AMARELA;357;;0
32;CH;63636;C;7;AMARELA;357;;0
33;CH;13714;A;23;AMARELA;357;;0
34;CH;27543;B;10;AMARELA;357;;0
35;CH;40015;B;11;AMARELA;357;;0
36;CH;38137;C;3;AMARELA;357;;0
37;CH;30973;E;30;AMARELA;357;;0
38;CH;49082;A;23;AMARELA;357;;0
39;CH;25415;A;14;AMARELA;357;;0
40;CH;60452;E;16;AMARELA;357;;0
41;CH;68280;E;8;AMARELA;357;;0
42;CH;47522;B;5;AMARELA;357;;0
43;CH;49003;D;26;AMARELA;357;;0
44;CH;7963;D;21;AMARELA;357;;0
45;CH;64128;A;11;AMARELA;357;;0
1;CH;47826;E;23;BRANCA;358;;0
2;CH;63684;E;3;BRANCA;358;;0
3;CH;24552;C;18;BRANCA;358;;0
4;CH;47522;B;5;BRANCA;358;;0
5;CH;49003;D;26;BRANCA;358;;0
6;CH;7963;D;21;BRANCA;358;;0
7;CH;64128;A;11;BRANCA;358;;0
8;CH;26637;C;18;BRANCA;358;;0
9;CH;54721;B;24;BRANCA;358;;0
10;CH;63636;C;7;BRANCA;358;;0
11;CH;13714;A;23;BRANCA;358;;0
12;CH;27543;B;10;BRANCA;358;;0
13;CH;40015;B;11;BRANCA;358;;0
14;CH;38137;C;3;BRANCA;358;;0
15;CH;30973;E;30;BRANCA;358;;0
16;CH;49082;A;23;BRANCA;358;;0
17;CH;25415;A;14;BRANCA;358;;0
18;CH;30260;A;15;BRANCA;358;;0
19;CH;63671;D;22;BRANCA;358;;0
20;CH;60452;E;16;BRANCA;358;;0
21;CH;68280;E;8;BRANCA;358;;0
22;CH;49493;E;22;BRANCA;358;;0
23;CH;47937;D;3;BRANCA;358;;0
24;CH;63689;C;7;BRANCA;358;;0
25;CH;40684;A;28;BRANCA;358;;0
26;CH;60687;B;15;BRANCA;358;;0
27;CH;41694;D;2;BRANCA;358;;0
28;CH;31131;D;9;BRANCA;358;;0
29;CH;39273;E;20;BRANCA;358;;0
30;CH;9357;C;1;BRANCA;358;;0
31;CH;34536;B;6;BRANCA;358;;0
32;CH;63940;B;5;BRANCA;358;;0
33;CH;52841;A;27;BRANCA;358;;0
34;CH;37869;B;25;BRANCA;358;;0
35;CH;29964;E;6;BRANCA;358;;0
36;CH;64129;B;5;BRANCA;358;;0
37;CH;25144;B;24;BRANCA;358;;0
38;CH;8697;B;12;BRANCA;358;;0
39;CH;23078;E;4;BRANCA;358;;0
40;CH;35663;D;17;BRANCA;358;;0
41;CH;26554;D;29;BRANCA;358;;0
42;CH;7593;E;13;BRANCA;358;;0
43;CH;25659;B;19;BRANCA;358;;0
44;CH;66857;E;1;BRANCA;358;;0
45;CH;48333;D;8;BRANCA;358;;0
1;CH;40684;A;28;ROSA;359;;0
2;CH;60687;B;15;ROSA;359;;0
3;CH;41694;D;2;ROSA;359;;0
4;CH;31131;D;9;ROSA;359;;0
5;CH;29964;E;6;ROSA;359;;0
6;CH;64129;B;5;ROSA;359;;0
7;CH;25144;B;24;ROSA;359;;0
8;CH;8697;B;12;ROSA;359;;0
9;CH;23078;E;4;ROSA;359;;0
10;CH;35663;D;17;ROSA;359;;0
11;CH;26554;D;29;ROSA;359;;0
12;CH;49493;E;22;ROSA;359;;0
13;CH;47937;D;3;ROSA;359;;0
14;CH;63689;C;7;ROSA;359;;0
15;CH;48333;D;8;ROSA;359;;0
16;CH;27543;B;10;ROSA;359;;0
17;CH;40015;B;11;ROSA;359;;0
18;CH;38137;C;3;ROSA;359;;0
19;CH;26637;C;18;ROSA;359;;0
20;CH;54721;B;24;ROSA;359;;0
21;CH;63636;C;7;ROSA;359;;0
22;CH;13714;A;23;ROSA;359;;0
23;CH;30973;E;30;ROSA;359;;0
24;CH;49082;A;23;ROSA;359;;0
25;CH;25415;A;14;ROSA;359;;0
26;CH;60452;E;16;ROSA;359;;0
27;CH;68280;E;8;ROSA;359;;0
28;CH;63940;B;5;ROSA;359;;0
29;CH;52841;A;27;ROSA;359;;0
30;CH;37869;B;25;ROSA;359;;0
31;CH;7593;E;13;ROSA;359;;0
32;CH;25659;B;19;ROSA;359;;0
33;CH;66857;E;1;ROSA;359;;0
34;CH;39273;E;20;ROSA;359;;0
35;CH;9357;C;1;ROSA;359;;0
36;CH;47522;B;5;ROSA;359;;0
37;CH;49003;D;26;ROSA;359;;0
38;CH;7963;D;21;ROSA;359;;0
39;CH;64128;A;11;ROSA;359;;0
40;CH;30260;A;15;ROSA;359;;0
41;CH;63671;D;22;ROSA;359;;0
42;CH;47826;E;23;ROSA;359;;0
43;CH;63684;E;3;ROSA;359;;0
44;CH;24552;C;18;ROSA;359;;0
45;CH;34536;B;6;ROSA;359;;0
1;CH;47826;E;23;BRANCA;360;;1
2;CH;63684;E;3;BRANCA;360;;1
3;CH;24552;C;18;BRANCA;360;;1
4;CH;47522;B;5;BRANCA;360;;1
5;CH;49003;D;26;BRANCA;360;;1
6;CH;7963;D;21;BRANCA;360;;1
7;CH;64128;A;11;BRANCA;360;;1
8;CH;26637;C;18;BRANCA;360;;1
9;CH;54721;B;24;BRANCA;360;;1
10;CH;63636;C;7;BRANCA;360;;1
11;CH;13714;A;23;BRANCA;360;;1
12;CH;27543;B;10;BRANCA;360;;1
13;CH;40015;B;11;BRANCA;360;;1
14;CH;38137;C;3;BRANCA;360;;1
15;CH;30973;E;30;BRANCA;360;;1
16;CH;49082;A;23;BRANCA;360;;1
17;CH;25415;A;14;BRANCA;360;;1
18;CH;30260;A;15;BRANCA;360;;1
19;CH;63671;D;22;BRANCA;360;;1
20;CH;60452;E;16;BRANCA;360;;1
21;CH;68280;E;8;BRANCA;360;;1
22;CH;49493;E;22;BRANCA;360;;1
23;CH;47937;D;3;BRANCA;360;;1
24;CH;63689;C;7;BRANCA;360;;1
25;CH;40684;A;28;BRANCA;360;;1
26;CH;60687;B;15;BRANCA;360;;1
27;CH;41694;D;2;BRANCA;360;;1
28;CH;31131;D;9;BRANCA;360;;1
29;CH;39273;E;20;BRANCA;360;;1
30;CH;9357;C;1;BRANCA;360;;1
31;CH;23885;B;20;BRANCA;360;;1
32;CH;63940;B;5;BRANCA;360;;1
33;CH;52841;A;27;BRANCA;360;;1
34;CH;37869;B;25;BRANCA;360;;1
35;CH;18774;E;1;BRANCA;360;;1
36;CH;64129;B;5;BRANCA;360;;1
37;CH;25144;B;24;BRANCA;360;;1
38;CH;8697;B;12;BRANCA;360;;1
39;CH;23078;E;4;BRANCA;360;;1
40;CH;35663;D;17;BRANCA;360;;1
41;CH;26554;D;29;BRANCA;360;;1
42;CH;7593;E;13;BRANCA;360;;1
43;CH;25659;B;19;BRANCA;360;;1
44;CH;66857;E;1;BRANCA;360;;1
45;CH;48333;D;8;BRANCA;360;;1
1;CN;26502;A;19;AZUL;331;;0
2;CN;10502;A;30;AZUL;331;;0
3;CN;6584;D;6;AZUL;331;;0
4;CN;25724;C;26;AZUL;331;;0
5;CN;12931;A;14;AZUL;331;;0
6;CN;30589;C;6;AZUL;331;;0
7;CN;17720;C;15;AZUL;331;;0
8;CN;26767;E;23;AZUL;331;;0
9;CN;54081;C;12;AZUL;331;;0
10;CN;17836;A;14;AZUL;331;;0
11;CN;31086;C;25;AZUL;331;;0
12;CN;24519;D;5;AZUL;331;;0
13;CN;44252;E;2;AZUL;331;;0
14;CN;31431;D;18;AZUL;331;;0
15;CN;29265;X;17;AZUL;331;;0
16;CN;32452;C;2;AZUL;331;;0
17;CN;40504;C;4;AZUL;331;;0
18;CN;47412;D;10;AZUL;331;;0
19;CN;41814;C;17;AZUL;331;;0
20;CN;25730;C;25;AZUL;331;;0
21;CN;48319;A;24;AZUL;331;;0
22;CN;27588;A;22;AZUL;331;;0
23;CN;13958;C;14;AZUL;331;;0
24;CN;39096;B;21;AZUL;331;;0
25;CN;41357;C;28;AZUL;331;;0
26;CN;39407;B;27;AZUL;331;;0
27;CN;20029;D;3;AZUL;331;;0
28;CN;7507;E;20;AZUL;331;;0
29;CN;11529;B;16;AZUL;331;;0
30;CN;16176;E;8;AZUL;331;;0
31;CN;29358;B;7;AZUL;331;;0
32;CN;25309;A;29;AZUL;331;;0
33;CN;16906;C;7;AZUL;331;;0
34;CN;12203;C;13;AZUL;331;;0
35;CN;38532;A;27;AZUL;331;;0
36;CN;24617;E;1;AZUL;331;;0
37;CN;60336;B;10;AZUL;331;;0
38;CN;6781;D;20;AZUL;331;;0
39;CN;40730;E;11;AZUL;331;;0
40;CN;32875;B;8;AZUL;331;;0
41;CN;13099;B;3;AZUL;331;;0
42;CN;39747;E;26;AZUL;331;;0
43;CN;26405;D;9;AZUL;331;;0
44;CN;11750;A;5;AZUL;331;;0
45;CN;30477;B;18;AZUL;331;;0
1;CN;25724;C;26;AMARELA;332;;0
2;CN;12931;A;14;AMARELA;332;;0
3;CN;30589;C;6;AMARELA;332;;0
4;CN;17720;C;15;AMARELA;332;;0
5;CN;27588;A;22;AMARELA;332;;0
6;CN;13958;C;14;AMARELA;332;;0
7;CN;29265;X;17;AMARELA;332;;0
8;CN;7507;E;20;AMARELA;332;;0
9;CN;11529;B;16;AMARELA;332;;0
10;CN;16176;E;8;AMARELA;332;;0
11;CN;17836;A;14;AMARELA;332;;0
12;CN;31086;C;25;AMARELA;332;;0
13;CN;24519;D;5;AMARELA;332;;0
14;CN;44252;E;2;AMARELA;332;;0
15;CN;31431;D;18;AMARELA;332;;0
16;CN;39096;B;21;AMARELA;332;;0
17;CN;41357;C;28;AMARELA;332;;0
18;CN;39407;B;27;AMARELA;332;;0
19;CN;20029;D;3;AMARELA;332;;0
20;CN;26767;E;23;AMARELA;332;;0
21;CN;54081;C;12;AMARELA;332;;0
22;CN;26502;A;19;AMARELA;332;;0
23;CN;10502;A;30;AMARELA;332;;0
24;CN;6584;D;6;AMARELA;332;;0
25;CN;41814;C;17;AMARELA;332;;0
26;CN;25730;C;25;AMARELA;332;;0
27;CN;48319;A;24;AMARELA;332;;0
28;CN;39747;E;26;AMARELA;332;;0
29;CN;26405;D;9;AMARELA;332;;0
30;CN;11750;A;5;AMARELA;332;;0
31;CN;30477;B;18;AMARELA;332;;0
32;CN;12203;C;13;AMARELA;332;;0
33;CN;38532;A;27;AMARELA;332;;0
34;CN;24617;E;1;AMARELA;332;;0
35;CN;60336;B;10;AMARELA;332;;0
36;CN;29358;B;7;AMARELA;332;;0
37;CN;25309;A;29;AMARELA;332;;0
38;CN;16906;C;7;AMARELA;332;;0
39;CN;32452;C;2;AMARELA;332;;0
40;CN;40504;C;4;AMARELA;332;;0
41;CN;47412;D;10;AMARELA;332;;0
42;CN;6781;D;20;AMARELA;332;;0
43;CN;40730;E;11;AMARELA;332;;0
44;CN;32875;B;8;AMARELA;332;;0
45;CN;13099;B;3;AMARELA;332;;0
1;CN;39747;E;26;BRANCA;333;;0
2;CN;26405;D;9;BRANCA;333;;0
3;CN;11750;A;5;BRANCA;333;;0
4;CN;30477;B;18;BRANCA;333;;0
5;CN;6781;D;20;BRANCA;333;;0
6;CN;40730;E;11;BRANCA;333;;0
7;CN;32875;B;8;BRANCA;333;;0
8;CN;13099;B;3;BRANCA;333;;0
9;CN;12203;C;13;BRANCA;333;;0
10;CN;38532;A;27;BRANCA;333;;0
11;CN;24617;E;1;BRANCA;333;;0
12;CN;60336;B;10;BRANCA;333;;0
13;CN;29265;X;17;BRANCA;333;;0
14;CN;29358;B;7;BRANCA;333;;0
15;CN;25309;A;29;BRANCA;333;;0
16;CN;16906;C;7;BRANCA;333;;0
17;CN;7507;E;20;BRANCA;333;;0
18;CN;11529;B;16;BRANCA;333;;0
19;CN;16176;E;8;BRANCA;333;;0
20;CN;27588;A;22;BRANCA;333;;0
21;CN;13958;C;14;BRANCA;333;;0
22;CN;41814;C;17;BRANCA;333;;0
23;CN;25730;C;25;BRANCA;333;;0
24;CN;48319;A;24;BRANCA;333;;0
25;CN;32452;C;2;BRANCA;333;;0
26;CN;40504;C;4;BRANCA;333;;0
27;CN;47412;D;10;BRANCA;333;;0
28;CN;39096;B;21;BRANCA;333;;0
29;CN;41357;C;28;BRANCA;333;;0
30;CN;39407;B;27;BRANCA;333;;0
31;CN;20029;D;3;BRANCA;333;;0
32;CN;17836;A;14;BRANCA;333;;0
33;CN;31086;C;25;BRANCA;333;;0
34;CN;24519;D;5;BRANCA;333;;0
35;CN;44252;E;2;BRANCA;333;;0
36;CN;31431;D;18;BRANCA;333;;0
37;CN;26767;E;23;BRANCA;333;;0
38;CN;54081;C;12;BRANCA;333;;0
39;CN;25724;C;26;BRANCA;333;;0
40;CN;12931;A;14;BRANCA;333;;0
41;CN;30589;C;6;BRANCA;333;;0
42;CN;17720;C;15;BRANCA;333;;0
43;CN;26502;A;19;BRANCA;333;;0
44;CN;10502;A;30;BRANCA;333;;0
45;CN;6584;D;6;BRANCA;333;;0
1;CN;32452;C;2;ROSA;334;;0
2;CN;40504;C;4;ROSA;334;;0
3;CN;47412;D;10;ROSA;334;;0
4;CN;39747;E;26;ROSA;334;;0
5;CN;26405;D;9;ROSA;334;;0
6;CN;11750;A;5;ROSA;334;;0
7;CN;30477;B;18;ROSA;334;;0
8;CN;39096;B;21;ROSA;334;;0
9;CN;41357;C;28;ROSA;334;;0
10;CN;39407;B;27;ROSA;334;;0
11;CN;20029;D;3;ROSA;334;;0
12;CN;17836;A;14;ROSA;334;;0
13;CN;31086;C;25;ROSA;334;;0
14;CN;24519;D;5;ROSA;334;;0
15;CN;44252;E;2;ROSA;334;;0
16;CN;31431;D;18;ROSA;334;;0
17;CN;29358;B;7;ROSA;334;;0
18;CN;25309;A;29;ROSA;334;;0
19;CN;16906;C;7;ROSA;334;;0
20;CN;12203;C;13;ROSA;334;;0
21;CN;38532;A;27;ROSA;334;;0
22;CN;24617;E;1;ROSA;334;;0
23;CN;60336;B;10;ROSA;334;;0
24;CN;25724;C;26;ROSA;334;;0
25;CN;12931;A;14;ROSA;334;;0
26;CN;30589;C;6;ROSA;334;;0
27;CN;17720;C;15;ROSA;334;;0
28;CN;41814;C;17;ROSA;334;;0
29;CN;25730;C;25;ROSA;334;;0
30;CN;48319;A;24;ROSA;334;;0
31;CN;6781;D;20;ROSA;334;;0
32;CN;40730;E;11;ROSA;334;;0
33;CN;32875;B;8;ROSA;334;;0
34;CN;13099;B;3;ROSA;334;;0
35;CN;7507;E;20;ROSA;334;;0
36;CN;11529;B;16;ROSA;334;;0
37;CN;16176;E;8;ROSA;334;;0
38;CN;26502;A;19;ROSA;334;;0
39;CN;10502;A;30;ROSA;334;;0
40;CN;6584;D;6;ROSA;334;;0
41;CN;26767;E;23;ROSA;334;;0
42;CN;54081;C;12;ROSA;334;;0
43;CN;29265;X;17;ROSA;334;;0
44;CN;27588;A;22;ROSA;334;;0
45;CN;13958;C;14;ROSA;334;;0
1;CN;26502;A;19;AZUL;351;;0
2;CN;10502;A;30;AZUL;351;;0
3;CN;6584;D;6;AZUL;351;;0
4;CN;25724;C;26;AZUL;351;;0
5;CN;12931;A;14;AZUL;351;;0
6;CN;30589;C;6;AZUL;351;;0
7;CN;17720;C;15;AZUL;351;;0
8;CN;26767;E;23;AZUL;351;;0
9;CN;54081;C;12;AZUL;351;;0
10;CN;17836;A;14;AZUL;351;;0
11;CN;31086;C;25;AZUL;351;;0
12;CN;24519;D;5;AZUL;351;;0
13;CN;44252;E;2;AZUL;351;;0
14;CN;31431;D;18;AZUL;351;;0
15;CN;29265;X;17;AZUL;351;;0
16;CN;32452;C;2;AZUL;351;;0
17;CN;40504;C;4;AZUL;351;;0
18;CN;47412;D;10;AZUL;351;;0
19;CN;41814;C;17;AZUL;351;;0
20;CN;25730;C;25;AZUL;351;;0
21;CN;48319;A;24;AZUL;351;;0
22;CN;27588;A;22;AZUL;351;;0
23;CN;13958;C;14;AZUL;351;;0
24;CN;39096;B;21;AZUL;351;;0
25;CN;41357;C;28;AZUL;351;;0
26;CN;39407;B;27;AZUL;351;;0
27;CN;20029;D;3;AZUL;351;;0
28;CN;7507;E;20;AZUL;351;;0
29;CN;11529;B;16;AZUL;351;;0
30;CN;16176;E;8;AZUL;351;;0
31;CN;29358;B;7;AZUL;351;;0
32;CN;25309;A;29;AZUL;351;;0
33;CN;16906;C;7;AZUL;351;;0
34;CN;12203;C;13;AZUL;351;;0
35;CN;38532;A;27;AZUL;351;;0
36;CN;24617;E;1;AZUL;351;;0
37;CN;60336;B;10;AZUL;351;;0
38;CN;6781;D;20;AZUL;351;;0
39;CN;40730;E;11;AZUL;351;;0
40;CN;32875;B;8;AZUL;351;;0
41;CN;13099;B;3;AZUL;351;;0
42;CN;39747;E;26;AZUL;351;;0
