CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
43;CN;26405;D;9;AZUL;351;;0
44;CN;11750;A;5;AZUL;351;;0
45;CN;30477;B;18;AZUL;351;;0
1;CN;25724;C;26;AMARELA;352;;0
2;CN;12931;A;14;AMARELA;352;;0
3;CN;30589;C;6;AMARELA;352;;0
4;CN;17720;C;15;AMARELA;352;;0
5;CN;27588;A;22;AMARELA;352;;0
6;CN;13958;C;14;AMARELA;352;;0
7;CN;29265;X;17;AMARELA;352;;0
8;CN;7507;E;20;AMARELA;352;;0
9;CN;11529;B;16;AMARELA;352;;0
10;CN;16176;E;8;AMARELA;352;;0
11;CN;17836;A;14;AMARELA;352;;0
12;CN;31086;C;25;AMARELA;352;;0
13;CN;24519;D;5;AMARELA;352;;0
14;CN;44252;E;2;AMARELA;352;;0
15;CN;31431;D;18;AMARELA;352;;0
16;CN;39096;B;21;AMARELA;352;;0
17;CN;41357;C;28;AMARELA;352;;0
18;CN;39407;B;27;AMARELA;352;;0
19;CN;20029;D;3;AMARELA;352;;0
20;CN;26767;E;23;AMARELA;352;;0
21;CN;54081;C;12;AMARELA;352;;0
22;CN;26502;A;19;AMARELA;352;;0
23;CN;10502;A;30;AMARELA;352;;0
24;CN;6584;D;6;AMARELA;352;;0
25;CN;41814;C;17;AMARELA;352;;0
26;CN;25730;C;25;AMARELA;352;;0
27;CN;48319;A;24;AMARELA;352;;0
28;CN;39747;E;26;AMARELA;352;;0
29;CN;26405;D;9;AMARELA;352;;0
30;CN;11750;A;5;AMARELA;352;;0
31;CN;30477;B;18;AMARELA;352;;0
32;CN;12203;C;13;AMARELA;352;;0
33;CN;38532;A;27;AMARELA;352;;0
34;CN;24617;E;1;AMARELA;352;;0
35;CN;60336;B;10;AMARELA;352;;0
36;CN;29358;B;7;AMARELA;352;;0
37;CN;25309;A;29;AMARELA;352;;0
38;CN;16906;C;7;AMARELA;352;;0
39;CN;32452;C;2;AMARELA;352;;0
40;CN;40504;C;4;AMARELA;352;;0
41;CN;47412;D;10;AMARELA;352;;0
42;CN;6781;D;20;AMARELA;352;;0
43;CN;40730;E;11;AMARELA;352;;0
44;CN;32875;B;8;AMARELA;352;;0
45;CN;13099;B;3;AMARELA;352;;0
1;CN;39747;E;26;BRANCA;353;;0
2;CN;26405;D;9;BRANCA;353;;0
3;CN;11750;A;5;BRANCA;353;;0
4;CN;30477;B;18;BRANCA;353;;0
5;CN;6781;D;20;BRANCA;353;;0
6;CN;40730;E;11;BRANCA;353;;0
7;CN;32875;B;8;BRANCA;353;;0
8;CN;13099;B;3;BRANCA;353;;0
9;CN;12203;C;13;BRANCA;353;;0
10;CN;38532;A;27;BRANCA;353;;0
11;CN;24617;E;1;BRANCA;353;;0
12;CN;60336;B;10;BRANCA;353;;0
13;CN;29265;X;17;BRANCA;353;;0
14;CN;29358;B;7;BRANCA;353;;0
15;CN;25309;A;29;BRANCA;353;;0
16;CN;16906;C;7;BRANCA;353;;0
17;CN;7507;E;20;BRANCA;353;;0
18;CN;11529;B;16;BRANCA;353;;0
19;CN;16176;E;8;BRANCA;353;;0
20;CN;27588;A;22;BRANCA;353;;0
21;CN;13958;C;14;BRANCA;353;;0
22;CN;41814;C;17;BRANCA;353;;0
23;CN;25730;C;25;BRANCA;353;;0
24;CN;48319;A;24;BRANCA;353;;0
25;CN;32452;C;2;BRANCA;353;;0
26;CN;40504;C;4;BRANCA;353;;0
27;CN;47412;D;10;BRANCA;353;;0
28;CN;39096;B;21;BRANCA;353;;0
29;CN;41357;C;28;BRANCA;353;;0
30;CN;39407;B;27;BRANCA;353;;0
31;CN;20029;D;3;BRANCA;353;;0
32;CN;17836;A;14;BRANCA;353;;0
33;CN;31086;C;25;BRANCA;353;;0
34;CN;24519;D;5;BRANCA;353;;0
35;CN;44252;E;2;BRANCA;353;;0
36;CN;31431;D;18;BRANCA;353;;0
37;CN;26767;E;23;BRANCA;353;;0
38;CN;54081;C;12;BRANCA;353;;0
39;CN;25724;C;26;BRANCA;353;;0
40;CN;12931;A;14;BRANCA;353;;0
41;CN;30589;C;6;BRANCA;353;;0
42;CN;17720;C;15;BRANCA;353;;0
43;CN;26502;A;19;BRANCA;353;;0
44;CN;10502;A;30;BRANCA;353;;0
45;CN;6584;D;6;BRANCA;353;;0
1;CN;32452;C;2;ROSA;354;;0
2;CN;40504;C;4;ROSA;354;;0
3;CN;47412;D;10;ROSA;354;;0
4;CN;39747;E;26;ROSA;354;;0
5;CN;26405;D;9;ROSA;354;;0
6;CN;11750;A;5;ROSA;354;;0
7;CN;30477;B;18;ROSA;354;;0
8;CN;39096;B;21;ROSA;354;;0
9;CN;41357;C;28;ROSA;354;;0
10;CN;39407;B;27;ROSA;354;;0
11;CN;20029;D;3;ROSA;354;;0
12;CN;17836;A;14;ROSA;354;;0
13;CN;31086;C;25;ROSA;354;;0
14;CN;24519;D;5;ROSA;354;;0
15;CN;44252;E;2;ROSA;354;;0
16;CN;31431;D;18;ROSA;354;;0
17;CN;29358;B;7;ROSA;354;;0
18;CN;25309;A;29;ROSA;354;;0
19;CN;16906;C;7;ROSA;354;;0
20;CN;12203;C;13;ROSA;354;;0
21;CN;38532;A;27;ROSA;354;;0
22;CN;24617;E;1;ROSA;354;;0
23;CN;60336;B;10;ROSA;354;;0
24;CN;25724;C;26;ROSA;354;;0
25;CN;12931;A;14;ROSA;354;;0
26;CN;30589;C;6;ROSA;354;;0
27;CN;17720;C;15;ROSA;354;;0
28;CN;41814;C;17;ROSA;354;;0
29;CN;25730;C;25;ROSA;354;;0
30;CN;48319;A;24;ROSA;354;;0
31;CN;6781;D;20;ROSA;354;;0
32;CN;40730;E;11;ROSA;354;;0
33;CN;32875;B;8;ROSA;354;;0
34;CN;13099;B;3;ROSA;354;;0
35;CN;7507;E;20;ROSA;354;;0
36;CN;11529;B;16;ROSA;354;;0
37;CN;16176;E;8;ROSA;354;;0
38;CN;26502;A;19;ROSA;354;;0
39;CN;10502;A;30;ROSA;354;;0
40;CN;6584;D;6;ROSA;354;;0
41;CN;26767;E;23;ROSA;354;;0
42;CN;54081;C;12;ROSA;354;;0
43;CN;29265;X;17;ROSA;354;;0
44;CN;27588;A;22;ROSA;354;;0
45;CN;13958;C;14;ROSA;354;;0
1;CN;39747;E;26;BRANCA;355;;1
2;CN;17685;D;14;BRANCA;355;;1
3;CN;11750;A;5;BRANCA;355;;1
4;CN;30477;B;18;BRANCA;355;;1
5;CN;6781;D;20;BRANCA;355;;1
6;CN;40730;E;11;BRANCA;355;;1
7;CN;32875;B;8;BRANCA;355;;1
8;CN;13099;B;3;BRANCA;355;;1
9;CN;12203;C;13;BRANCA;355;;1
10;CN;38532;A;27;BRANCA;355;;1
11;CN;11055;E;1;BRANCA;355;;1
12;CN;60336;B;10;BRANCA;355;;1
13;CN;8839;A;17;BRANCA;355;;1
14;CN;29358;B;7;BRANCA;355;;1
15;CN;25309;A;29;BRANCA;355;;1
16;CN;16906;C;7;BRANCA;355;;1
17;CN;7507;E;20;BRANCA;355;;1
18;CN;11529;B;16;BRANCA;355;;1
19;CN;16176;E;8;BRANCA;355;;1
20;CN;11283;A;2;BRANCA;355;;1
21;CN;13958;C;14;BRANCA;355;;1
22;CN;41814;C;17;BRANCA;355;;1
23;CN;25730;C;25;BRANCA;355;;1
24;CN;48319;A;24;BRANCA;355;;1
25;CN;45062;C;7;BRANCA;355;;1
26;CN;40504;C;4;BRANCA;355;;1
27;CN;47412;D;10;BRANCA;355;;1
28;CN;39096;B;21;BRANCA;355;;1
29;CN;41357;C;28;BRANCA;355;;1
30;CN;39407;B;27;BRANCA;355;;1
31;CN;20029;D;3;BRANCA;355;;1
32;CN;17836;A;14;BRANCA;355;;1
33;CN;31086;C;25;BRANCA;355;;1
34;CN;24519;D;5;BRANCA;355;;1
35;CN;44252;E;2;BRANCA;355;;1
36;CN;31431;D;18;BRANCA;355;;1
37;CN;26767;E;23;BRANCA;355;;1
38;CN;48490;C;4;BRANCA;355;;1
39;CN;25724;C;26;BRANCA;355;;1
40;CN;12931;A;14;BRANCA;355;;1
41;CN;30589;C;6;BRANCA;355;;1
42;CN;17720;C;15;BRANCA;355;;1
43;CN;26502;A;19;BRANCA;355;;1
44;CN;10502;A;30;BRANCA;355;;1
45;CN;6584;D;6;BRANCA;355;;1
1;LC;42492;C;8;AMARELA;342;0;0
2;LC;23249;D;5;AMARELA;342;0;0
3;LC;20069;D;6;AMARELA;342;0;0
4;LC;27082;A;7;AMARELA;342;0;0
5;LC;25150;B;5;AMARELA;342;0;0
6;LC;10964;B;5;AMARELA;342;1;0
7;LC;29129;C;7;AMARELA;342;1;0
8;LC;23477;D;5;AMARELA;342;1;0
9;LC;32689;A;8;AMARELA;342;1;0
10;LC;23118;C;6;AMARELA;342;1;0
11;LC;44058;D;26;AMARELA;342;;0
12;LC;24336;D;2;AMARELA;342;;0
13;LC;48177;D;13;AMARELA;342;;0
14;LC;31106;B;1;AMARELA;342;;0
15;LC;12076;C;27;AMARELA;342;;0
16;LC;48939;C;24;AMARELA;342;;0
17;LC;62771;E;30;AMARELA;342;;0
18;LC;40552;C;9;AMARELA;342;;0
19;LC;9038;A;16;AMARELA;342;;0
20;LC;52657;E;29;AMARELA;342;;0
21;LC;40082;C;21;AMARELA;342;;0
22;LC;49148;D;18;AMARELA;342;;0
23;LC;30562;A;25;AMARELA;342;;0
24;LC;56029;E;23;AMARELA;342;;0
25;LC;27144;C;23;AMARELA;342;;0
26;LC;55055;A;18;AMARELA;342;;0
27;LC;12206;D;12;AMARELA;342;;0
28;LC;54466;A;15;AMARELA;342;;0
29;LC;14000;E;13;AMARELA;342;;0
30;LC;54127;B;28;AMARELA;342;;0
31;LC;55978;A;12;AMARELA;342;;0
32;LC;38461;C;24;AMARELA;342;;0
33;LC;45027;E;19;AMARELA;342;;0
34;LC;39276;E;9;AMARELA;342;;0
35;LC;17001;E;18;AMARELA;342;;0
36;LC;30304;B;17;AMARELA;342;;0
37;LC;26298;D;21;AMARELA;342;;0
38;LC;22891;A;10;AMARELA;342;;0
39;LC;40297;B;22;AMARELA;342;;0
40;LC;32806;A;14;AMARELA;342;;0
41;LC;49503;C;17;AMARELA;342;;0
42;LC;10180;D;18;AMARELA;342;;0
43;LC;32652;A;20;AMARELA;342;;0
44;LC;29006;C;17;AMARELA;342;;0
45;LC;60495;C;24;AMARELA;342;;0
46;LC;24146;C;4;AMARELA;342;;0
47;LC;17063;A;16;AMARELA;342;;0
48;LC;40420;C;4;AMARELA;342;;0
49;LC;42386;A;3;AMARELA;342;;0
50;LC;26271;E;17;AMARELA;342;;0
1;LC;23249;D;5;CINZA;344;0;0
2;LC;20069;D;6;CINZA;344;0;0
3;LC;27082;A;7;CINZA;344;0;0
4;LC;25150;B;5;CINZA;344;0;0
5;LC;42492;C;8;CINZA;344;0;0
6;LC;29129;C;7;CINZA;344;1;0
7;LC;10964;B;5;CINZA;344;1;0
8;LC;23118;C;6;CINZA;344;1;0
9;LC;23477;D;5;CINZA;344;1;0
10;LC;32689;A;8;CINZA;344;1;0
11;LC;17063;A;16;CINZA;344;;0
12;LC;40420;C;4;CINZA;344;;0
13;LC;42386;A;3;CINZA;344;;0
14;LC;26271;E;17;CINZA;344;;0
15;LC;32806;A;14;CINZA;344;;0
16;LC;49503;C;17;CINZA;344;;0
17;LC;10180;D;18;CINZA;344;;0
18;LC;32652;A;20;CINZA;344;;0
19;LC;29006;C;17;CINZA;344;;0
20;LC;60495;C;24;CINZA;344;;0
21;LC;24146;C;4;CINZA;344;;0
22;LC;40082;C;21;CINZA;344;;0
23;LC;49148;D;18;CINZA;344;;0
24;LC;30562;A;25;CINZA;344;;0
25;LC;9038;A;16;CINZA;344;;0
26;LC;52657;E;29;CINZA;344;;0
27;LC;12076;C;27;CINZA;344;;0
28;LC;48939;C;24;CINZA;344;;0
29;LC;62771;E;30;CINZA;344;;0
30;LC;40552;C;9;CINZA;344;;0
31;LC;17001;E;18;CINZA;344;;0
32;LC;30304;B;17;CINZA;344;;0
33;LC;26298;D;21;CINZA;344;;0
34;LC;22891;A;10;CINZA;344;;0
35;LC;55978;A;12;CINZA;344;;0
36;LC;38461;C;24;CINZA;344;;0
37;LC;45027;E;19;CINZA;344;;0
38;LC;39276;E;9;CINZA;344;;0
39;LC;12206;D;12;CINZA;344;;0
40;LC;54466;A;15;CINZA;344;;0
41;LC;14000;E;13;CINZA;344;;0
42;LC;54127;B;28;CINZA;344;;0
43;LC;56029;E;23;CINZA;344;;0
44;LC;27144;C;23;CINZA;344;;0
45;LC;55055;A;18;CINZA;344;;0
46;LC;48177;D;13;CINZA;344;;0
47;LC;31106;B;1;CINZA;344;;0
48;LC;40297;B;22;CINZA;344;;0
49;LC;44058;D;26;CINZA;344;;0
50;LC;24336;D;2;CINZA;344;;0
1;LC;27082;A;7;AZUL;341;0;0
2;LC;25150;B;5;AZUL;341;0;0
3;LC;42492;C;8;AZUL;341;0;0
4;LC;23249;D;5;AZUL;341;0;0
5;LC;20069;D;6;AZUL;341;0;0
6;LC;10964;B;5;AZUL;341;1;0
7;LC;29129;C;7;AZUL;341;1;0
8;LC;32689;A;8;AZUL;341;1;0
9;LC;23118;C;6;AZUL;341;1;0
10;LC;23477;D;5;AZUL;341;1;0
11;LC;48177;D;13;AZUL;341;;0
12;LC;31106;B;1;AZUL;341;;0
13;LC;12206;D;12;AZUL;341;;0
14;LC;54466;A;15;AZUL;341;;0
15;LC;14000;E;13;AZUL;341;;0
16;LC;54127;B;28;AZUL;341;;0
17;LC;56029;E;23;AZUL;341;;0
18;LC;27144;C;23;AZUL;341;;0
19;LC;55055;A;18;AZUL;341;;0
20;LC;40297;B;22;AZUL;341;;0
21;LC;32652;A;20;AZUL;341;;0
22;LC;29006;C;17;AZUL;341;;0
23;LC;60495;C;24;AZUL;341;;0
24;LC;24146;C;4;AZUL;341;;0
25;LC;44058;D;26;AZUL;341;;0
26;LC;24336;D;2;AZUL;341;;0
27;LC;55978;A;12;AZUL;341;;0
28;LC;38461;C;24;AZUL;341;;0
29;LC;45027;E;19;AZUL;341;;0
30;LC;39276;E;9;AZUL;341;;0
31;LC;17063;A;16;AZUL;341;;0
32;LC;40420;C;4;AZUL;341;;0
33;LC;42386;A;3;AZUL;341;;0
34;LC;26271;E;17;AZUL;341;;0
35;LC;9038;A;16;AZUL;341;;0
36;LC;52657;E;29;AZUL;341;;0
37;LC;12076;C;27;AZUL;341;;0
38;LC;48939;C;24;AZUL;341;;0
39;LC;62771;E;30;AZUL;341;;0
40;LC;40552;C;9;AZUL;341;;0
41;LC;40082;C;21;AZUL;341;;0
42;LC;49148;D;18;AZUL;341;;0
43;LC;30562;A;25;AZUL;341;;0
44;LC;17001;E;18;AZUL;341;;0
45;LC;30304;B;17;AZUL;341;;0
46;LC;26298;D;21;AZUL;341;;0
47;LC;22891;A;10;AZUL;341;;0
48;LC;32806;A;14;AZUL;341;;0
49;LC;49503;C;17;AZUL;341;;0
50;LC;10180;D;18;AZUL;341;;0
1;LC;27082;A;7;ROSA;343;0;0
2;LC;23249;D;5;ROSA;343;0;0
3;LC;25150;B;5;ROSA;343;0;0
4;LC;20069;D;6;ROSA;343;0;0
5;LC;42492;C;8;ROSA;343;0;0
6;LC;29129;C;7;ROSA;343;1;0
7;LC;10964;B;5;ROSA;343;1;0
8;LC;23118;C;6;ROSA;343;1;0
9;LC;32689;A;8;ROSA;343;1;0
10;LC;23477;D;5;ROSA;343;1;0
11;LC;17001;E;18;ROSA;343;;0
12;LC;30304;B;17;ROSA;343;;0
13;LC;26298;D;21;ROSA;343;;0
14;LC;22891;A;10;ROSA;343;;0
15;LC;44058;D;26;ROSA;343;;0
16;LC;24336;D;2;ROSA;343;;0
17;LC;56029;E;23;ROSA;343;;0
18;LC;27144;C;23;ROSA;343;;0
19;LC;55055;A;18;ROSA;343;;0
20;LC;48177;D;13;ROSA;343;;0
21;LC;31106;B;1;ROSA;343;;0
22;LC;40297;B;22;ROSA;343;;0
23;LC;55978;A;12;ROSA;343;;0
24;LC;38461;C;24;ROSA;343;;0
25;LC;45027;E;19;ROSA;343;;0
26;LC;39276;E;9;ROSA;343;;0
27;LC;32806;A;14;ROSA;343;;0
28;LC;49503;C;17;ROSA;343;;0
29;LC;10180;D;18;ROSA;343;;0
30;LC;32652;A;20;ROSA;343;;0
31;LC;29006;C;17;ROSA;343;;0
32;LC;60495;C;24;ROSA;343;;0
33;LC;24146;C;4;ROSA;343;;0
34;LC;12076;C;27;ROSA;343;;0
35;LC;48939;C;24;ROSA;343;;0
36;LC;62771;E;30;ROSA;343;;0
37;LC;40552;C;9;ROSA;343;;0
38;LC;9038;A;16;ROSA;343;;0
39;LC;52657;E;29;ROSA;343;;0
40;LC;40082;C;21;ROSA;343;;0
41;LC;49148;D;18;ROSA;343;;0
42;LC;30562;A;25;ROSA;343;;0
43;LC;17063;A;16;ROSA;343;;0
44;LC;40420;C;4;ROSA;343;;0
45;LC;42386;A;3;ROSA;343;;0
46;LC;26271;E;17;ROSA;343;;0
47;LC;12206;D;12;ROSA;343;;0
48;LC;54466;A;15;ROSA;343;;0
49;LC;14000;E;13;ROSA;343;;0
50;LC;54127;B;28;ROSA;343;;0
1;LC;42492;C;8;AMARELA;362;0;0
2;LC;23249;D;5;AMARELA;362;0;0
3;LC;20069;D;6;AMARELA;362;0;0
4;LC;27082;A;7;AMARELA;362;0;0
5;LC;25150;B;5;AMARELA;362;0;0
6;LC;10964;B;5;AMARELA;362;1;0
7;LC;29129;C;7;AMARELA;362;1;0
8;LC;23477;D;5;AMARELA;362;1;0
9;LC;32689;A;8;AMARELA;362;1;0
10;LC;23118;C;6;AMARELA;362;1;0
11;LC;44058;D;26;AMARELA;362;;0
12;LC;24336;D;2;AMARELA;362;;0
13;LC;48177;D;13;AMARELA;362;;0
14;LC;31106;B;1;AMARELA;362;;0
15;LC;12076;C;27;AMARELA;362;;0
16;LC;48939;C;24;AMARELA;362;;0
17;LC;62771;E;30;AMARELA;362;;0
18;LC;40552;C;9;AMARELA;362;;0
19;LC;9038;A;16;AMARELA;362;;0
20;LC;52657;E;29;AMARELA;362;;0
21;LC;40082;C;21;AMARELA;362;;0
22;LC;49148;D;18;AMARELA;362;;0
23;LC;30562;A;25;AMARELA;362;;0
24;LC;56029;E;23;AMARELA;362;;0
25;LC;27144;C;23;AMARELA;362;;0
26;LC;55055;A;18;AMARELA;362;;0
27;LC;12206;D;12;AMARELA;362;;0
28;LC;54466;A;15;AMARELA;362;;0
29;LC;14000;E;13;AMARELA;362;;0
30;LC;54127;B;28;AMARELA;362;;0
31;LC;55978;A;12;AMARELA;362;;0
32;LC;38461;C;24;AMARELA;362;;0
33;LC;45027;E;19;AMARELA;362;;0
34;LC;39276;E;9;AMARELA;362;;0
35;LC;17001;E;18;AMARELA;362;;0
36;LC;30304;B;17;AMARELA;362;;0
37;LC;26298;D;21;AMARELA;362;;0
38;LC;22891;A;10;AMARELA;362;;0
39;LC;40297;B;22;AMARELA;362;;0
40;LC;32806;A;14;AMARELA;362;;0
41;LC;49503;C;17;AMARELA;362;;0
42;LC;10180;D;18;AMARELA;362;;0
43;LC;32652;A;20;AMARELA;362;;0
44;LC;29006;C;17;AMARELA;362;;0
45;LC;60495;C;24;AMARELA;362;;0
46;LC;24146;C;4;AMARELA;362;;0
47;LC;17063;A;16;AMARELA;362;;0
48;LC;40420;C;4;AMARELA;362;;0
49;LC;42386;A;3;AMARELA;362;;0
50;LC;26271;E;17;AMARELA;362;;0
1;LC;23249;D;5;CINZA;364;0;0
2;LC;20069;D;6;CINZA;364;0;0
3;LC;27082;A;7;CINZA;364;0;0
4;LC;25150;B;5;CINZA;364;0;0
5;LC;42492;C;8;CINZA;364;0;0
6;LC;29129;C;7;CINZA;364;1;0
7;LC;10964;B;5;CINZA;364;1;0
8;LC;23118;C;6;CINZA;364;1;0
9;LC;23477;D;5;CINZA;364;1;0
10;LC;32689;A;8;CINZA;364;1;0
11;LC;17063;A;16;CINZA;364;;0
12;LC;40420;C;4;CINZA;364;;0
13;LC;42386;A;3;CINZA;364;;0
14;LC;26271;E;17;CINZA;364;;0
15;LC;32806;A;14;CINZA;364;;0
16;LC;49503;C;17;CINZA;364;;0
17;LC;10180;D;18;CINZA;364;;0
18;LC;32652;A;20;CINZA;364;;0
19;LC;29006;C;17;CINZA;364;;0
20;LC;60495;C;24;CINZA;364;;0
21;LC;24146;C;4;CINZA;364;;0
22;LC;40082;C;21;CINZA;364;;0
23;LC;49148;D;18;CINZA;364;;0
24;LC;30562;A;25;CINZA;364;;0
25;LC;9038;A;16;CINZA;364;;0
26;LC;52657;E;29;CINZA;364;;0
27;LC;12076;C;27;CINZA;364;;0
28;LC;48939;C;24;CINZA;364;;0
29;LC;62771;E;30;CINZA;364;;0
30;LC;40552;C;9;CINZA;364;;0
31;LC;17001;E;18;CINZA;364;;0
32;LC;30304;B;17;CINZA;364;;0
33;LC;26298;D;21;CINZA;364;;0
34;LC;22891;A;10;CINZA;364;;0
35;LC;55978;A;12;CINZA;364;;0
36;LC;38461;C;24;CINZA;364;;0
37;LC;45027;E;19;CINZA;364;;0
38;LC;39276;E;9;CINZA;364;;0
39;LC;12206;D;12;CINZA;364;;0
40;LC;54466;A;15;CINZA;364;;0
41;LC;14000;E;13;CINZA;364;;0
42;LC;54127;B;28;CINZA;364;;0
43;LC;56029;E;23;CINZA;364;;0
44;LC;27144;C;23;CINZA;364;;0
45;LC;55055;A;18;CINZA;364;;0
46;LC;48177;D;13;CINZA;364;;0
47;LC;31106;B;1;CINZA;364;;0
48;LC;40297;B;22;CINZA;364;;0
49;LC;44058;D;26;CINZA;364;;0
50;LC;24336;D;2;CINZA;364;;0
1;LC;27082;A;7;AZUL;361;0;0
2;LC;25150;B;5;AZUL;361;0;0
3;LC;42492;C;8;AZUL;361;0;0
4;LC;23249;D;5;AZUL;361;0;0
5;LC;20069;D;6;AZUL;361;0;0
6;LC;10964;B;5;AZUL;361;1;0
7;LC;29129;C;7;AZUL;361;1;0
8;LC;32689;A;8;AZUL;361;1;0
9;LC;23118;C;6;AZUL;361;1;0
10;LC;23477;D;5;AZUL;361;1;0
11;LC;48177;D;13;AZUL;361;;0
12;LC;31106;B;1;AZUL;361;;0
13;LC;12206;D;12;AZUL;361;;0
14;LC;54466;A;15;AZUL;361;;0
15;LC;14000;E;13;AZUL;361;;0
16;LC;54127;B;28;AZUL;361;;0
17;LC;56029;E;23;AZUL;361;;0
18;LC;27144;C;23;AZUL;361;;0
19;LC;55055;A;18;AZUL;361;;0
20;LC;40297;B;22;AZUL;361;;0
21;LC;32652;A;20;AZUL;361;;0
22;LC;29006;C;17;AZUL;361;;0
23;LC;60495;C;24;AZUL;361;;0
24;LC;24146;C;4;AZUL;361;;0
25;LC;44058;D;26;AZUL;361;;0
26;LC;24336;D;2;AZUL;361;;0
27;LC;55978;A;12;AZUL;361;;0
28;LC;38461;C;24;AZUL;361;;0
29;LC;45027;E;19;AZUL;361;;0
30;LC;39276;E;9;AZUL;361;;0
