CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
31;LC;17063;A;16;AZUL;361;;0
32;LC;40420;C;4;AZUL;361;;0
33;LC;42386;A;3;AZUL;361;;0
34;LC;26271;E;17;AZUL;361;;0
35;LC;9038;A;16;AZUL;361;;0
36;LC;52657;E;29;AZUL;361;;0
37;LC;12076;C;27;AZUL;361;;0
38;LC;48939;C;24;AZUL;361;;0
39;LC;62771;E;30;AZUL;361;;0
40;LC;40552;C;9;AZUL;361;;0
41;LC;40082;C;21;AZUL;361;;0
42;LC;49148;D;18;AZUL;361;;0
43;LC;30562;A;25;AZUL;361;;0
44;LC;17001;E;18;AZUL;361;;0
45;LC;30304;B;17;AZUL;361;;0
46;LC;26298;D;21;AZUL;361;;0
47;LC;22891;A;10;AZUL;361;;0
48;LC;32806;A;14;AZUL;361;;0
49;LC;49503;C;17;AZUL;361;;0
50;LC;10180;D;18;AZUL;361;;0
1;LC;27082;A;7;ROSA;363;0;0
2;LC;23249;D;5;ROSA;363;0;0
3;LC;25150;B;5;ROSA;363;0;0
4;LC;20069;D;6;ROSA;363;0;0
5;LC;42492;C;8;ROSA;363;0;0
6;LC;29129;C;7;ROSA;363;1;0
7;LC;10964;B;5;ROSA;363;1;0
8;LC;23118;C;6;ROSA;363;1;0
9;LC;32689;A;8;ROSA;363;1;0
10;LC;23477;D;5;ROSA;363;1;0
11;LC;17001;E;18;ROSA;363;;0
12;LC;30304;B;17;ROSA;363;;0
13;LC;26298;D;21;ROSA;363;;0
14;LC;22891;A;10;ROSA;363;;0
15;LC;44058;D;26;ROSA;363;;0
16;LC;24336;D;2;ROSA;363;;0
17;LC;56029;E;23;ROSA;363;;0
18;LC;27144;C;23;ROSA;363;;0
19;LC;55055;A;18;ROSA;363;;0
20;LC;48177;D;13;ROSA;363;;0
21;LC;31106;B;1;ROSA;363;;0
22;LC;40297;B;22;ROSA;363;;0
23;LC;55978;A;12;ROSA;363;;0
24;LC;38461;C;24;ROSA;363;;0
25;LC;45027;E;19;ROSA;363;;0
26;LC;39276;E;9;ROSA;363;;0
27;LC;32806;A;14;ROSA;363;;0
28;LC;49503;C;17;ROSA;363;;0
29;LC;10180;D;18;ROSA;363;;0
30;LC;32652;A;20;ROSA;363;;0
31;LC;29006;C;17;ROSA;363;;0
32;LC;60495;C;24;ROSA;363;;0
33;LC;24146;C;4;ROSA;363;;0
34;LC;12076;C;27;ROSA;363;;0
35;LC;48939;C;24;ROSA;363;;0
36;LC;62771;E;30;ROSA;363;;0
37;LC;40552;C;9;ROSA;363;;0
38;LC;9038;A;16;ROSA;363;;0
39;LC;52657;E;29;ROSA;363;;0
40;LC;40082;C;21;ROSA;363;;0
41;LC;49148;D;18;ROSA;363;;0
42;LC;30562;A;25;ROSA;363;;0
43;LC;17063;A;16;ROSA;363;;0
44;LC;40420;C;4;ROSA;363;;0
45;LC;42386;A;3;ROSA;363;;0
46;LC;26271;E;17;ROSA;363;;0
47;LC;12206;D;12;ROSA;363;;0
48;LC;54466;A;15;ROSA;363;;0
49;LC;14000;E;13;ROSA;363;;0
50;LC;54127;B;28;ROSA;363;;0
1;LC;23249;D;5;CINZA;365;0;1
2;LC;20069;D;6;CINZA;365;0;1
3;LC;27082;A;7;CINZA;365;0;1
4;LC;25150;B;5;CINZA;365;0;1
5;LC;42492;C;8;CINZA;365;0;1
6;LC;29129;C;7;CINZA;365;1;1
7;LC;10964;B;5;CINZA;365;1;1
8;LC;23118;C;6;CINZA;365;1;1
9;LC;23477;D;5;CINZA;365;1;1
10;LC;32689;A;8;CINZA;365;1;1
11;LC;17063;A;16;CINZA;365;;1
12;LC;40420;C;4;CINZA;365;;1
13;LC;42386;A;3;CINZA;365;;1
14;LC;26271;E;17;CINZA;365;;1
15;LC;32806;A;14;CINZA;365;;1
16;LC;49503;C;17;CINZA;365;;1
17;LC;10180;D;18;CINZA;365;;1
18;LC;32652;A;20;CINZA;365;;1
19;LC;29006;C;17;CINZA;365;;1
20;LC;60495;C;24;CINZA;365;;1
21;LC;24146;C;4;CINZA;365;;1
22;LC;40082;C;21;CINZA;365;;1
23;LC;49148;D;18;CINZA;365;;1
24;LC;30562;A;25;CINZA;365;;1
25;LC;9038;A;16;CINZA;365;;1
26;LC;52657;E;29;CINZA;365;;1
27;LC;12076;C;27;CINZA;365;;1
28;LC;48939;C;24;CINZA;365;;1
29;LC;62771;E;30;CINZA;365;;1
30;LC;40552;C;9;CINZA;365;;1
31;LC;17001;E;18;CINZA;365;;1
32;LC;30304;B;17;CINZA;365;;1
33;LC;26298;D;21;CINZA;365;;1
34;LC;22891;A;10;CINZA;365;;1
35;LC;55978;A;12;CINZA;365;;1
36;LC;38461;C;24;CINZA;365;;1
37;LC;45027;E;19;CINZA;365;;1
38;LC;39276;E;9;CINZA;365;;1
39;LC;12206;D;12;CINZA;365;;1
40;LC;54466;A;15;CINZA;365;;1
41;LC;14000;E;13;CINZA;365;;1
42;LC;54127;B;28;CINZA;365;;1
43;LC;56029;E;23;CINZA;365;;1
44;LC;27144;C;23;CINZA;365;;1
45;LC;55055;A;18;CINZA;365;;1
46;LC;48177;D;13;CINZA;365;;1
47;LC;31106;B;1;CINZA;365;;1
48;LC;40297;B;22;CINZA;365;;1
49;LC;44058;D;26;CINZA;365;;1
50;LC;24336;D;2;CINZA;365;;1
1;MT;24145;B;24;AMARELA;347;;0
2;MT;7411;D;22;AMARELA;347;;0
3;MT;27834;D;21;AMARELA;347;;0
4;MT;43030;D;17;AMARELA;347;;0
5;MT;32706;B;29;AMARELA;347;;0
6;MT;26643;D;23;AMARELA;347;;0
7;MT;32844;E;30;AMARELA;347;;0
8;MT;32680;B;11;AMARELA;347;;0
9;MT;40054;B;18;AMARELA;347;;0
10;MT;40433;C;14;AMARELA;347;;0
11;MT;29299;E;9;AMARELA;347;;0
12;MT;49022;B;22;AMARELA;347;;0
13;MT;24713;C;11;AMARELA;347;;0
14;MT;16347;E;8;AMARELA;347;;0
15;MT;20558;A;2;AMARELA;347;;0
16;MT;42387;C;1;AMARELA;347;;0
17;MT;25719;A;7;AMARELA;347;;0
18;MT;32535;A;3;AMARELA;347;;0
19;MT;9939;C;16;AMARELA;347;;0
20;MT;43250;E;17;AMARELA;347;;0
21;MT;12266;E;19;AMARELA;347;;0
22;MT;24787;E;6;AMARELA;347;;0
23;MT;43190;E;12;AMARELA;347;;0
24;MT;60496;A;19;AMARELA;347;;0
25;MT;38234;C;1;AMARELA;347;;0
26;MT;32010;E;12;AMARELA;347;;0
27;MT;38908;D;20;AMARELA;347;;0
28;MT;33451;C;4;AMARELA;347;;0
29;MT;44108;B;27;AMARELA;347;;0
30;MT;38587;A;5;AMARELA;347;;0
31;MT;29502;D;26;AMARELA;347;;0
32;MT;26970;C;13;AMARELA;347;;0
33;MT;26941;C;15;AMARELA;347;;0
34;MT;28286;D;25;AMARELA;347;;0
35;MT;16076;C;3;AMARELA;347;;0
36;MT;20584;D;26;AMARELA;347;;0
37;MT;40697;C;4;AMARELA;347;;0
38;MT;28830;D;24;AMARELA;347;;0
39;MT;37781;B;20;AMARELA;347;;0
40;MT;29258;A;25;AMARELA;347;;0
41;MT;40864;B;28;AMARELA;347;;0
42;MT;29466;B;10;AMARELA;347;;0
43;MT;25960;D;2;AMARELA;347;;0
44;MT;47319;B;7;AMARELA;347;;0
45;MT;17303;C;28;AMARELA;347;;0
1;MT;47319;B;7;CINZA;349;;0
2;MT;17303;C;28;CINZA;349;;0
3;MT;29258;A;25;CINZA;349;;0
4;MT;40864;B;28;CINZA;349;;0
5;MT;29466;B;10;CINZA;349;;0
6;MT;25960;D;2;CINZA;349;;0
7;MT;28830;D;24;CINZA;349;;0
8;MT;37781;B;20;CINZA;349;;0
9;MT;28286;D;25;CINZA;349;;0
10;MT;16076;C;3;CINZA;349;;0
11;MT;20584;D;26;CINZA;349;;0
12;MT;40697;C;4;CINZA;349;;0
13;MT;26970;C;13;CINZA;349;;0
14;MT;26941;C;15;CINZA;349;;0
15;MT;60496;A;19;CINZA;349;;0
16;MT;38234;C;1;CINZA;349;;0
17;MT;32010;E;12;CINZA;349;;0
18;MT;38908;D;20;CINZA;349;;0
19;MT;33451;C;4;CINZA;349;;0
20;MT;44108;B;27;CINZA;349;;0
21;MT;38587;A;5;CINZA;349;;0
22;MT;29502;D;26;CINZA;349;;0
23;MT;43250;E;17;CINZA;349;;0
24;MT;12266;E;19;CINZA;349;;0
25;MT;24787;E;6;CINZA;349;;0
26;MT;43190;E;12;CINZA;349;;0
27;MT;42387;C;1;CINZA;349;;0
28;MT;25719;A;7;CINZA;349;;0
29;MT;32535;A;3;CINZA;349;;0
30;MT;9939;C;16;CINZA;349;;0
31;MT;16347;E;8;CINZA;349;;0
32;MT;20558;A;2;CINZA;349;;0
33;MT;40433;C;14;CINZA;349;;0
34;MT;29299;E;9;CINZA;349;;0
35;MT;49022;B;22;CINZA;349;;0
36;MT;24713;C;11;CINZA;349;;0
37;MT;32706;B;29;CINZA;349;;0
38;MT;26643;D;23;CINZA;349;;0
39;MT;32844;E;30;CINZA;349;;0
40;MT;32680;B;11;CINZA;349;;0
41;MT;40054;B;18;CINZA;349;;0
42;MT;24145;B;24;CINZA;349;;0
43;MT;7411;D;22;CINZA;349;;0
44;MT;27834;D;21;CINZA;349;;0
45;MT;43030;D;17;CINZA;349;;0
1;MT;32706;B;29;AZUL;346;;0
2;MT;26643;D;23;AZUL;346;;0
3;MT;32844;E;30;AZUL;346;;0
4;MT;32680;B;11;AZUL;346;;0
5;MT;40054;B;18;AZUL;346;;0
6;MT;42387;C;1;AZUL;346;;0
7;MT;25719;A;7;AZUL;346;;0
8;MT;32535;A;3;AZUL;346;;0
9;MT;9939;C;16;AZUL;346;;0
10;MT;33451;C;4;AZUL;346;;0
11;MT;44108;B;27;AZUL;346;;0
12;MT;38587;A;5;AZUL;346;;0
13;MT;29502;D;26;AZUL;346;;0
14;MT;26970;C;13;AZUL;346;;0
15;MT;26941;C;15;AZUL;346;;0
16;MT;60496;A;19;AZUL;346;;0
17;MT;38234;C;1;AZUL;346;;0
18;MT;32010;E;12;AZUL;346;;0
19;MT;38908;D;20;AZUL;346;;0
20;MT;40433;C;14;AZUL;346;;0
21;MT;29299;E;9;AZUL;346;;0
22;MT;49022;B;22;AZUL;346;;0
23;MT;24713;C;11;AZUL;346;;0
24;MT;24145;B;24;AZUL;346;;0
25;MT;7411;D;22;AZUL;346;;0
26;MT;27834;D;21;AZUL;346;;0
27;MT;43030;D;17;AZUL;346;;0
28;MT;43250;E;17;AZUL;346;;0
29;MT;12266;E;19;AZUL;346;;0
30;MT;24787;E;6;AZUL;346;;0
31;MT;43190;E;12;AZUL;346;;0
32;MT;47319;B;7;AZUL;346;;0
33;MT;17303;C;28;AZUL;346;;0
34;MT;16347;E;8;AZUL;346;;0
35;MT;20558;A;2;AZUL;346;;0
36;MT;28286;D;25;AZUL;346;;0
37;MT;16076;C;3;AZUL;346;;0
38;MT;20584;D;26;AZUL;346;;0
39;MT;40697;C;4;AZUL;346;;0
40;MT;28830;D;24;AZUL;346;;0
41;MT;37781;B;20;AZUL;346;;0
42;MT;29258;A;25;AZUL;346;;0
43;MT;40864;B;28;AZUL;346;;0
44;MT;29466;B;10;AZUL;346;;0
45;MT;25960;D;2;AZUL;346;;0
1;MT;42387;C;1;ROSA;348;;0
2;MT;25719;A;7;ROSA;348;;0
3;MT;32535;A;3;ROSA;348;;0
4;MT;9939;C;16;ROSA;348;;0
5;MT;28830;D;24;ROSA;348;;0
6;MT;37781;B;20;ROSA;348;;0
7;MT;40433;C;14;ROSA;348;;0
8;MT;29299;E;9;ROSA;348;;0
9;MT;49022;B;22;ROSA;348;;0
10;MT;24713;C;11;ROSA;348;;0
11;MT;24145;B;24;ROSA;348;;0
12;MT;7411;D;22;ROSA;348;;0
13;MT;27834;D;21;ROSA;348;;0
14;MT;43030;D;17;ROSA;348;;0
15;MT;43250;E;17;ROSA;348;;0
16;MT;12266;E;19;ROSA;348;;0
17;MT;24787;E;6;ROSA;348;;0
18;MT;43190;E;12;ROSA;348;;0
19;MT;47319;B;7;ROSA;348;;0
20;MT;17303;C;28;ROSA;348;;0
21;MT;29258;A;25;ROSA;348;;0
22;MT;40864;B;28;ROSA;348;;0
23;MT;29466;B;10;ROSA;348;;0
24;MT;25960;D;2;ROSA;348;;0
25;MT;32706;B;29;ROSA;348;;0
26;MT;26643;D;23;ROSA;348;;0
27;MT;32844;E;30;ROSA;348;;0
28;MT;32680;B;11;ROSA;348;;0
29;MT;40054;B;18;ROSA;348;;0
30;MT;16347;E;8;ROSA;348;;0
31;MT;20558;A;2;ROSA;348;;0
32;MT;28286;D;25;ROSA;348;;0
33;MT;16076;C;3;ROSA;348;;0
34;MT;20584;D;26;ROSA;348;;0
35;MT;40697;C;4;ROSA;348;;0
36;MT;26970;C;13;ROSA;348;;0
37;MT;26941;C;15;ROSA;348;;0
38;MT;60496;A;19;ROSA;348;;0
39;MT;38234;C;1;ROSA;348;;0
40;MT;32010;E;12;ROSA;348;;0
41;MT;38908;D;20;ROSA;348;;0
42;MT;33451;C;4;ROSA;348;;0
43;MT;44108;B;27;ROSA;348;;0
44;MT;38587;A;5;ROSA;348;;0
45;MT;29502;D;26;ROSA;348;;0
1;MT;24145;B;24;AMARELA;367;;0
2;MT;7411;D;22;AMARELA;367;;0
3;MT;27834;D;21;AMARELA;367;;0
4;MT;43030;D;17;AMARELA;367;;0
5;MT;32706;B;29;AMARELA;367;;0
6;MT;26643;D;23;AMARELA;367;;0
7;MT;32844;E;30;AMARELA;367;;0
8;MT;32680;B;11;AMARELA;367;;0
9;MT;40054;B;18;AMARELA;367;;0
10;MT;40433;C;14;AMARELA;367;;0
11;MT;29299;E;9;AMARELA;367;;0
12;MT;49022;B;22;AMARELA;367;;0
13;MT;24713;C;11;AMARELA;367;;0
14;MT;16347;E;8;AMARELA;367;;0
15;MT;20558;A;2;AMARELA;367;;0
16;MT;42387;C;1;AMARELA;367;;0
17;MT;25719;A;7;AMARELA;367;;0
18;MT;32535;A;3;AMARELA;367;;0
19;MT;9939;C;16;AMARELA;367;;0
20;MT;43250;E;17;AMARELA;367;;0
21;MT;12266;E;19;AMARELA;367;;0
22;MT;24787;E;6;AMARELA;367;;0
23;MT;43190;E;12;AMARELA;367;;0
24;MT;60496;A;19;AMARELA;367;;0
25;MT;38234;C;1;AMARELA;367;;0
26;MT;32010;E;12;AMARELA;367;;0
27;MT;38908;D;20;AMARELA;367;;0
28;MT;33451;C;4;AMARELA;367;;0
29;MT;44108;B;27;AMARELA;367;;0
30;MT;38587;A;5;AMARELA;367;;0
31;MT;29502;D;26;AMARELA;367;;0
32;MT;26970;C;13;AMARELA;367;;0
33;MT;26941;C;15;AMARELA;367;;0
34;MT;28286;D;25;AMARELA;367;;0
35;MT;16076;C;3;AMARELA;367;;0
36;MT;20584;D;26;AMARELA;367;;0
37;MT;40697;C;4;AMARELA;367;;0
38;MT;28830;D;24;AMARELA;367;;0
39;MT;37781;B;20;AMARELA;367;;0
40;MT;29258;A;25;AMARELA;367;;0
41;MT;40864;B;28;AMARELA;367;;0
42;MT;29466;B;10;AMARELA;367;;0
43;MT;25960;D;2;AMARELA;367;;0
44;MT;47319;B;7;AMARELA;367;;0
45;MT;17303;C;28;AMARELA;367;;0
1;MT;47319;B;7;CINZA;369;;0
2;MT;17303;C;28;CINZA;369;;0
3;MT;29258;A;25;CINZA;369;;0
4;MT;40864;B;28;CINZA;369;;0
5;MT;29466;B;10;CINZA;369;;0
6;MT;25960;D;2;CINZA;369;;0
7;MT;28830;D;24;CINZA;369;;0
8;MT;37781;B;20;CINZA;369;;0
9;MT;28286;D;25;CINZA;369;;0
10;MT;16076;C;3;CINZA;369;;0
11;MT;20584;D;26;CINZA;369;;0
12;MT;40697;C;4;CINZA;369;;0
13;MT;26970;C;13;CINZA;369;;0
14;MT;26941;C;15;CINZA;369;;0
15;MT;60496;A;19;CINZA;369;;0
16;MT;38234;C;1;CINZA;369;;0
17;MT;32010;E;12;CINZA;369;;0
18;MT;38908;D;20;CINZA;369;;0
19;MT;33451;C;4;CINZA;369;;0
20;MT;44108;B;27;CINZA;369;;0
21;MT;38587;A;5;CINZA;369;;0
22;MT;29502;D;26;CINZA;369;;0
23;MT;43250;E;17;CINZA;369;;0
24;MT;12266;E;19;CINZA;369;;0
25;MT;24787;E;6;CINZA;369;;0
26;MT;43190;E;12;CINZA;369;;0
27;MT;42387;C;1;CINZA;369;;0
28;MT;25719;A;7;CINZA;369;;0
29;MT;32535;A;3;CINZA;369;;0
30;MT;9939;C;16;CINZA;369;;0
31;MT;16347;E;8;CINZA;369;;0
32;MT;20558;A;2;CINZA;369;;0
33;MT;40433;C;14;CINZA;369;;0
34;MT;29299;E;9;CINZA;369;;0
35;MT;49022;B;22;CINZA;369;;0
36;MT;24713;C;11;CINZA;369;;0
37;MT;32706;B;29;CINZA;369;;0
38;MT;26643;D;23;CINZA;369;;0
39;MT;32844;E;30;CINZA;369;;0
40;MT;32680;B;11;CINZA;369;;0
41;MT;40054;B;18;CINZA;369;;0
42;MT;24145;B;24;CINZA;369;;0
43;MT;7411;D;22;CINZA;369;;0
44;MT;27834;D;21;CINZA;369;;0
45;MT;43030;D;17;CINZA;369;;0
1;MT;32706;B;29;AZUL;366;;0
2;MT;26643;D;23;AZUL;366;;0
3;MT;32844;E;30;AZUL;366;;0
4;MT;32680;B;11;AZUL;366;;0
5;MT;40054;B;18;AZUL;366;;0
6;MT;42387;C;1;AZUL;366;;0
7;MT;25719;A;7;AZUL;366;;0
8;MT;32535;A;3;AZUL;366;;0
9;MT;9939;C;16;AZUL;366;;0
10;MT;33451;C;4;AZUL;366;;0
11;MT;44108;B;27;AZUL;366;;0
12;MT;38587;A;5;AZUL;366;;0
13;MT;29502;D;26;AZUL;366;;0
14;MT;26970;C;13;AZUL;366;;0
15;MT;26941;C;15;AZUL;366;;0
16;MT;60496;A;19;AZUL;366;;0
17;MT;38234;C;1;AZUL;366;;0
18;MT;32010;E;12;AZUL;366;;0
19;MT;38908;D;20;AZUL;366;;0
20;MT;40433;C;14;AZUL;366;;0
21;MT;29299;E;9;AZUL;366;;0
22;MT;49022;B;22;AZUL;366;;0
23;MT;24713;C;11;AZUL;366;;0
24;MT;24145;B;24;AZUL;366;;0
25;MT;7411;D;22;AZUL;366;;0
26;MT;27834;D;21;AZUL;366;;0
27;MT;43030;D;17;AZUL;366;;0
28;MT;43250;E;17;AZUL;366;;0
29;MT;12266;E;19;AZUL;366;;0
30;MT;24787;E;6;AZUL;366;;0
31;MT;43190;E;12;AZUL;366;;0
32;MT;47319;B;7;AZUL;366;;0
33;MT;17303;C;28;AZUL;366;;0
34;MT;16347;E;8;AZUL;366;;0
35;MT;20558;A;2;AZUL;366;;0
36;MT;28286;D;25;AZUL;366;;0
37;MT;16076;C;3;AZUL;366;;0
38;MT;20584;D;26;AZUL;366;;0
39;MT;40697;C;4;AZUL;366;;0
40;MT;28830;D;24;AZUL;366;;0
41;MT;37781;B;20;AZUL;366;;0
42;MT;29258;A;25;AZUL;366;;0
43;MT;40864;B;28;AZUL;366;;0
44;MT;29466;B;10;AZUL;366;;0
45;MT;25960;D;2;AZUL;366;;0
1;MT;42387;C;1;ROSA;368;;0
2;MT;25719;A;7;ROSA;368;;0
3;MT;32535;A;3;ROSA;368;;0
4;MT;9939;C;16;ROSA;368;;0
5;MT;28830;D;24;ROSA;368;;0
6;MT;37781;B;20;ROSA;368;;0
7;MT;40433;C;14;ROSA;368;;0
8;MT;29299;E;9;ROSA;368;;0
9;MT;49022;B;22;ROSA;368;;0
10;MT;24713;C;11;ROSA;368;;0
11;MT;24145;B;24;ROSA;368;;0
12;MT;7411;D;22;ROSA;368;;0
13;MT;27834;D;21;ROSA;368;;0
14;MT;43030;D;17;ROSA;368;;0
15;MT;43250;E;17;ROSA;368;;0
16;MT;12266;E;19;ROSA;368;;0
17;MT;24787;E;6;ROSA;368;;0
18;MT;43190;E;12;ROSA;368;;0
19;MT;47319;B;7;ROSA;368;;0
20;MT;17303;C;28;ROSA;368;;0
21;MT;29258;A;25;ROSA;368;;0
22;MT;40864;B;28;ROSA;368;;0
23;MT;29466;B;10;ROSA;368;;0
24;MT;25960;D;2;ROSA;368;;0
25;MT;32706;B;29;ROSA;368;;0
26;MT;26643;D;23;ROSA;368;;0
27;MT;32844;E;30;ROSA;368;;0
28;MT;32680;B;11;ROSA;368;;0
29;MT;40054;B;18;ROSA;368;;0
30;MT;16347;E;8;ROSA;368;;0
31;MT;20558;A;2;ROSA;368;;0
32;MT;28286;D;25;ROSA;368;;0
33;MT;16076;C;3;ROSA;368;;0
34;MT;20584;D;26;ROSA;368;;0
35;MT;40697;C;4;ROSA;368;;0
36;MT;26970;C;13;ROSA;368;;0
37;MT;26941;C;15;ROSA;368;;0
38;MT;60496;A;19;ROSA;368;;0
39;MT;38234;C;1;ROSA;368;;0
40;MT;32010;E;12;ROSA;368;;0
41;MT;38908;D;20;ROSA;368;;0
42;MT;33451;C;4;ROSA;368;;0
43;MT;44108;B;27;ROSA;368;;0
44;MT;38587;A;5;ROSA;368;;0
45;MT;29502;D;26;ROSA;368;;0
1;MT;47319;B;7;CINZA;370;;1
2;MT;17303;C;28;CINZA;370;;1
3;MT;29258;A;25;CINZA;370;;1
4;MT;40864;B;28;CINZA;370;;1
5;MT;29466;B;10;CINZA;370;;1
6;MT;25960;D;2;CINZA;370;;1
7;MT;28830;D;24;CINZA;370;;1
8;MT;37781;B;20;CINZA;370;;1
9;MT;28286;D;25;CINZA;370;;1
10;MT;16076;C;3;CINZA;370;;1
11;MT;20584;D;26;CINZA;370;;1
12;MT;40697;C;4;CINZA;370;;1
13;MT;26970;C;13;CINZA;370;;1
14;MT;26941;C;15;CINZA;370;;1
15;MT;60496;A;19;CINZA;370;;1
16;MT;38234;C;1;CINZA;370;;1
17;MT;32010;E;12;CINZA;370;;1
18;MT;38908;D;20;CINZA;370;;1
19;MT;33451;C;4;CINZA;370;;1
20;MT;44108;B;27;CINZA;370;;1
21;MT;38587;A;5;CINZA;370;;1
22;MT;29502;D;26;CINZA;370;;1
23;MT;43250;E;17;CINZA;370;;1
24;MT;12266;E;19;CINZA;370;;1
25;MT;24787;E;6;CINZA;370;;1
26;MT;43190;E;12;CINZA;370;;1
27;MT;42387;C;1;CINZA;370;;1
28;MT;25719;A;7;CINZA;370;;1
29;MT;32535;A;3;CINZA;370;;1
30;MT;9939;C;16;CINZA;370;;1
31;MT;16347;E;8;CINZA;370;;1
32;MT;20558;A;2;CINZA;370;;1
33;MT;40433;C;14;CINZA;370;;1
34;MT;29299;E;9;CINZA;370;;1
35;MT;49022;B;22;CINZA;370;;1
36;MT;24713;C;11;CINZA;370;;1
37;MT;32706;B;29;CINZA;370;;1
38;MT;26643;D;23;CINZA;370;;1
39;MT;32844;E;30;CINZA;370;;1
40;MT;32680;B;11;CINZA;370;;1
41;MT;40054;B;18;CINZA;370;;1
42;MT;24145;B;24;CINZA;370;;1
43;MT;7411;D;22;CINZA;370;;1
44;MT;27834;D;21;CINZA;370;;1
45;MT;43030;D;17;CINZA;370;;1
